Address (Includes City),ZIP,Asking Price,Sale Price,Sale Date,Area (Sq Ft),Lot (Sq Ft),Beds,Baths,Year Built,Energy Features,Description,Classification,Solar Heating,Passive Solar,PV Power,Green Modified
2250 Dunsley Cir Roseville," 95747-8845	","$325,000 ","$315,000 ", 10/30/09,1995,7623,4,2,2007," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane		"," Not an REO or SHORT SALE. Fast Close. Desireable, single story, move in ready home in new developement. Large corner lot. $30k in upgrades including tile, granite, stainless steel appliances. Solar home with backyard landscaping. Great floorplan for entertaining. New Elementary school and Middle school within walking distance. Four bedrooms, 2 baths, 3 car garage, great location, solar, backyard landscaping, lots of upgrades, great price. Home warranty. Nothing to do but make an offer", Photovoltaic Power ,0,0,1,0
2317 Foxglove Way Lincoln," 95648-2491	","$255,000 ","$245,000 ", 10/30/09,2180,6360,4,3,2001," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane		"," Newer 2180 sqft home boasts a 4 bedroom 3 bath contemporary floorpan including: Full bedroom and bath downstairs, Open kichen and living room with built-ins and fireplace, formal dining area, large upstairs bonus room, master with tile, tub and shower, upstairs laundry, 3 car garage and premium builder upgrades and applainces. SOLAR HOME!!! solar panels over large covered patio. This one is a must see and will go fast", Photovoltaic Power ,0,0,1,0
2820 Maybrook Dr Sacramento," 95835-1500	","$209,500 ","$205,000 ", 10/14/09,1876,2396,4,3,2007," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane		"," Lennar built (2007). 4 bdrms, 2.5 baths + bonus room. 2 story home in Natomas Park. Great central location, close to schools, parks & shopping. SUPER UPGRADED!! Designer tile floors, upgraded carpet, granite counters, cherrywood cabinets throughout. All stainless steel appliances. Designer tile showers, upstairs laundry & photovoltaic power, plus front yard maintenance....what more could you want", Photovoltaic Power ,0,0,1,0
9512 Harvest View Way Sacramento," 95827-3266	","$219,000 ","$227,000 ", 04/09/10,1503,5314,3,2,2004," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane		"," Nice newer home in a quiet neighborhood. Very well maintained and shows pride of ownership. Located conviniently to shopping, schools, and major freeways. Nice shed in the backyard stays with property. Hurry wont last long!!", Photovoltaic Power ,0,0,1,0
10130 Clover Ranch Dr Sacramento," 95829-6574	","$599,500 ","$600,000 ", 05/28/09,3732,42297,4,3,2002," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane"," SILVER SPRINGS BEAUTY! DESIRABLE US HOMES SINGLE-STORY REAGAN MODEL! Approx 1-ac lot! Immaculate condition with impeccable taste & style. Upgrades feature Brazilian cherry wood floors, tile floors, surround sound, plantation shutters, water softener, energy saving voltaic system, approx 120 SqFt tool shed, custom BBQ, unique 15' fountain, many trees, fruit orchard, garage cabinets, HUGE PATIO! 12' ceilings, crown molding, great fireplace. NOT REO OR SHORT SALE. JUST A GREAT HOME AT A GREAT PRIC", Photovoltaic Power ,0,0,1,0
107 River Run Cir Sacramento," 95833-2867	","$199,000 ","$196,500 ", 06/05/09,1347,7405,3,2,1986," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane"," Must see this RENOVATED & high-end UPGRADED home including: New roof- solar panels (SMUD sends you a check for the power you do not use)- paint in & out- molding- carpet- kitchen with new granite, appliances & cupboards- both bathrooms with new custom tile & vanities. You'll love the beautiful wood floors- grand fireplace & hot tub just off of the large master bedroom. The lot size is larger than most with amazing privacy. Close to downtown, freeways & Sacramento River. What more can you want", Photovoltaic Power ,0,0,1,0
1726 Sorenson Dr Lincoln," 95648-3109	","$250,000 ","$240,000 ", 08/27/10,1792,7362,3,3,2008," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane"," APPROVED SHORT SALE! CALL FOR DETAILS. Cook in a state of the art kitchen with built in stainless steel GE Profile microwave, oven, and five burner stovetop. Easy to clean Venetian Gold granite countertops and Nottingham Maple hardwood floors. Relax in the glow of a warm and stylish fire with a flush stone hearth and rustic mantel. Live in luxury with crown moulding, Adagio Berber carpet,and 13-inch Sistina Mucelli tile", Photovoltaic Power ,0,0,1,0
905 Magnolia Ln Lincoln," 95648-8428	","$355,000 ","$345,000 ", 12/15/09,1626,6142,2,2,1999," Ceiling Fan(s), Photovoltaic Power, Window(s) Dual Pane"," Don't miss this Adorable warm feeling Lassen model home. Lots of upgrades here. Exterior is freshly painted. Wood floors on diagonal in entry hallways, kitchen, nook & dining. Maple cabinets in kitchen plus a large pantry. Open Great room w/curved cast Fireplace & builtin area for TV. Box windows in D/R & Mstr B/R, Den has French doors. You'll enjoy the inviting gardens with a second patio off the kitchen nook. Garage is 2.5 cars with a sink, cabinets & pull down stairway for attic storage. WOW", Photovoltaic Power ,0,0,1,0
3213 Grimshaw Way Elk Grove," 95758-6425	","$260,000 ","$250,000 ", 01/28/10,1670,6142,3,2,1999," Ceiling Fan(s), Photovoltaic Power, Whole House Fan, Window(s) Dual Pane"," Much sought after Laguna West neighborhood. Not a short sale or bank repo! Single story open floor plan with lots of light and high ceilings. Upgrades include- new granite counters, deep s/s sink with state of the art faucet, cherry wood pergo floors and cabinets, whole house fan, new water heater, solar panels for reduced electric bills, garage attic access and patio cover. Master Bath includes seperate tub and shower & walk-in. 6 year new erergy star efficient appliances are included in sale", Photovoltaic Power ,0,0,1,0
3521 Garden Rose Dr Sacramento," 95827-3271	","$250,000 ","$254,000 ", 08/05/10,2248,5184,4,3,2005," Ceiling Fan(s), Photovoltaic Power, Tankless Wtr Heater, Window(s) Low "," Beautifully upgraded & well-maintained 4bd/3ba, 2248sf home, built in 2005. Travertine tile, hardwood floors, upgraded kitchen w/granite counters, cinnamon maple cabinetry, high-end stainless steel appliances, upgraded baths with custom stone tile showers, formal living/dining rm, separate family rm w/fireplace, upstairs bonus loft area, tankless water heater and a 3-car garage. Powered by solar, you will love your monthly electricity bills under $20! This one is well worth the wait", Photovoltaic Power ,0,0,1,0
2615 Slade Ridge Auburn," 95603	","$665,000 ","$585,000 ", 02/17/10,2861,39204,3,3,NA," Ceiling Fan(s), Photovoltaic Power, Tankless Wtr Heater, Window(s) Dual Pane, Window(s) Low "," Extremely Beautiful Elegant Home which sits on top of Picturesque Knoll/Overlooking Breathtaking View of Folsom Lake,MtDiablo,&Downtown Sac/Marble Entry/Solid Granite C-Tops/10'ISLAND With Self Closing Cabinet Drawers/Hand Carved Italian White Marble Mantle/Master has Romantic Romeo & Juliet Balcony/Sunken Air Jet Tub/Onyx Dual illuminated Vessels & Onyx Counters/Kohler Toilets Self-Clos ing Lids/723 sq ft of Deck partly Covered/Outside C-Fans/Views from almost every Room/Gorgeous!!", Photovoltaic Power ,0,0,1,0
1767 N Breezy Meadow Dr Sacramento," 95834	","$287,990 ","$257,000 ", 05/03/10,2264,2830,4,3,2007," Ceiling Fan(s), Photovoltaic Power, Tankless Wtr Heater, Window(s) Dual Pane		"," A LivingSmart Home with over 30K in energy efficient upgrades. Photovoltic solar cells for life off the power grid. A central vacuum system, Rianni tankless hotwater heater,reverse osmosis water treatment system, low VOC paint has been used as well as energy star appliances. The icing on the cake, this home includes all furniture and fixtures just as you see it. The seller will also provide a one year home warranty and a year of prepaid flood insurance. Home sold in as is condition", Photovoltaic Power ,0,0,1,0
4460 Ebbert Ranch Rd Foresthill," 95631	","$259,000 ","$237,000 ", 08/22/08,675,18730,1,2,1998," Ceiling Fan(s), Photovoltaic Power, Tankless Wtr Heater, Window(s) Dual Pane"," Living green...Magnificent Views across the canyon, just 5 miles from down town Foresthill, very private on 4.3 acres at end of road. Energy efficient home 2x6 construction with covered porch, set up on solar power, greenhouse, garden areas-planting in progress, fruit trees, plus 25 x 30 bldg on concrete foundation w/11 ft roll up doors. Seller chose solar although pg&e power was an option. This is a must see if you want to live green away from the city. Home built with idea of easy additions", Photovoltaic Power ,0,0,1,0
9603 Harvest View Way Sacramento," 95827-3267	","$259,950 ","$240,000 ", 08/17/09,1846,6708,4,2,2004," Ceiling Fan(s), Photovoltaic Power, Tankless Wtr Heater, Window(s) Dual Pane"," Very desirable area. Four bedroom, two bath, single story home. Super energy efficient home with integrated electric solar panels and tankless hot water heater. Over 1800 sq Ft. Big sunny kitchen with nook and lots of cabinets. Separate living and family rooms. Cozy gas fireplace. Close to schools and shopping and easy freeway access. Only five years old. Easy maintenance stucco exterior and tile roof. Come take a look", Photovoltaic Power ,0,0,1,0
303 Sunnyside Ct Lincoln," 95648-8665	","$572,000 ","$560,000 ", 07/18/10,2955,13809,2,3,2002," Ceiling Fan(s), Photovoltaic Power, Solar Heating, Window(s) Dual Pane, Window(s) Low "," Beautiful Del Webb built 'Meadowgate' with casita built on a quiet cu-de-sac. This home has all the things smart buyers are looking for...Solar power,18x18 diagonal set tile floors,Cherry cider cabinets,central vacum,fireplace, custom built-in cabinetry,designer paint and crown molding, lots of electrical upgrades, sink in laundry, tile and granite counters,designer light fixtures and tons more. Low maintence landscape with custom spool with waterfall in a very private yard", Passive Solar ,1,1,1,0
4813 Village Green Dr El Dorado Hills," 95762-7675	","$519,000 ","$510,000 ", 05/29/09,3185,10542,4,3,2002," Ceiling Fan(s), Photovoltaic Power, Solar Heating, Whole House Fan, Window(s) Dual Pane"," SOLAR ELECTRIC/Photovoltaic powered home! Salt water pool w/solar, private courtyard with fountain & copper arch, Andersen French doors wraparound courtyard, LARGE backyard professionally landscaped with lighting, BEAM central vac., granite/travertine kitchen w/island, pre-plumbed for veggie sink, Insta-Hot, grand entry w/circular stairs, open floorplan, upgraded carpet/pad/extensive tile, custom master cabinets, custom paint, whole house fan, immaculate condition, extremely energy efficient", Passive Solar ,1,1,1,0
9200 Hathaway Rd Newcastle," 95658-9509	","$985,000 ","$650,000 ", 10/05/09,3042,21780,3,3,2006," Ceiling Fan(s), Photovoltaic Power, Smart Vent, Window(s) Dual Pane, Window(s) Low "," Custom Dream Home built with extreme care and ammenities. Lg fmly rm with 15 ft built in Cherrywood Cabinetry. Grand Game Room features blt-in bar, prewired for overhead projector and 7 channel in wall and ceiling home theater system. Lge prof. grade stainless steel/kitchen with dbl convection ovens/warming tray, 6 burner stove top and grill in island. 6 ft wall of built-in refrigerator/freezer, ultra quiet dishwasher", Photovoltaic Power ,1,0,1,0
2989 Capetanios Dr El Dorado Hills," 95762-4601	","$1,150,000 ","$1,019,000 ", 01/06/10,4612,56802,5,4,2009," Ceiling Fan(s), Photovoltaic Power, Smart Vent, Tankless Wtr Heater, Window(s) Dual Pane		"," The accent on details in this elegant residence radiates the aura of comfort & excellence throughout. Exotic Brazilian granite, Thermador professional range, 2 lrg sinks, multiple dishwashers, a chef's delight. 3 fireplaces, 5 bdrms, 4 baths, bonus room, tumbled travertine floors, honey onyx & slate tiles. All of this on approx. 1.3 acres w/amazing views. Don't miss out on this one", Photovoltaic Power ,0,0,1,0
1964 Shoreview Dr El Dorado Hills," 95762	","$2,700,000 ","$2,225,000 ", 04/13/10,6923,50355,5,7,2007," Ceiling Fan(s), Photovoltaic Power, Smart Vent, Solar Screens, Window(s) Low "," One of a kind Mexican hacienda inspired estate bordering Folsom Lake State Park. This rare property has some of the best, unobstructed lake views in El Dorado Hills. Unique architectural elements throughout including extensive wrought ironwork, imported hand-painted tile and hand scraped hickory flooring, The amenites are endless which include two master suites, domestic solar, video surveillance, and a detached poolhouse. Possible owner financing. All indoor and outdoor furnishing included", Photovoltaic Power ,0,0,1,0
8573 Jaytee Way Fair Oaks," 95628-2980	","$595,000 ","$510,000 ", 10/09/09,3279,8494,5,3,2004," Ceiling Fan(s), Photovoltaic Power, Skylight Tube, Smart Vent, Window(s) Dual Pane		"," This home is a 10+. Upgrades in this 2004 home include Solar Electric System (3kw), Trane Heat Pumps & Smart Vent that automatically select the most energy efficient method to operate this home, sport pool/waterfall features a current generator to simulate resistance swimming, granite slab counters/tumbled limestone backsplash, stainless appliances (GE Trivection Tecnology and Bosch), hardwood flooring, beautiful baseboards and crown mldgs, elec. awning, French doors, phantom screens and more", Photovoltaic Power ,0,0,1,0
4155 Tallman Ln Winters," 95694	","$569,000 ","$569,000 ", 06/02/10,2270,22651,2,3,1980," Ceiling Fan(s), Passive Solar, Window(s) Dual Pane",  , Passive Solar ,0,1,0,0
31 Vallejo St Petaluma," 94952	","$275,000 ","$235,000 ", 11/13/09,994,5053,3,1,1950," Ceiling Fan(s), Passive Solar"," Single story, ranch style with three bedrooms and one bath home, needs some TLC", Passive Solar ,0,1,0,0
16983 Hofacker Ln Lower Lake," 95457-9540	","$635,000 ","$635,000 ", 06/08/05,1632,20120,3,2,2004," Ceiling Fan(s), Low-Flow Toilet(s), Wall Insulation, Window(s) Dual Pane		"," Beautiful 46 acre estate. Rolling land, views, privacy. New home with many upgrades. Wrap around porch, Trex decking, outdoor lighting. 2 wells and spring rights. House was built, and land & roads developed, with great care. Access rights to large pond for recreation and swimming", Solar Heating ,1,0,0,0
11 TINKERS TRL San Lorenzo Valley," 95006	","$949,000 ","$929,000 ", 11/15/06,2984,32190,3,3,NA," Ceiling Fan(s), Low-Flow Shower(s), Low-Flow Toilet(s), Skylight(s), Window(s) Dual Pane		"," Want to go Green? Check out this efficient Passive Solar Home. Sits high on hill, end of road,Monterey Bay views, complete privacy. Open floor plan, hi ceilings, stone fireplace, Great decks, ponds. VT @ tourfactory.com/29863", Solar Heating ,1,0,0,0
355 WOODLAND DR Scotts Valley," 95066	","$659,000 ","$654,500 ", 06/18/07,1360,39500,3,2,NA," Ceiling Fan(s), Low-Flow Shower(s), Low-Flow Toilet(s), Skylight(s), Window(s) Dual Pane"," Completely private, located within just 15 minutes to Los Gatos or Santa Cruz. Two story custom built. Future growth potential for second story addition. Captivating Western Views. Full Sun. Privated Road, Gated community", Solar Heating ,1,0,0,0
315 Hidden Valley Ln San Anselmo," 94960	","$1,260,000 ","$1,260,000 ", 07/21/10,2969,41992,4,3,1949," Ceiling Fan(s), Low-Flow Shower(s), Low-Flow Toilet(s), Skylight(s), Solar Heating"," Light & Bright Sleepy Hollow solar-heated home & pool. Four bedrooms, three baths, large master suite and family room, both leading to patios, pool, extended privacy, peace, seasonal stream, breathtaking viewing deck uphill & tucked away tree-house -- yoga or art? Bordering open space, this Classic mid-century traditional floorplan clusters living, dining & kitchen separated from bedrooms. 1/2blk to Upper Brookside Elem", Passive Solar ,0,1,0,0
550 LIVE OAK LN Redwood City," 94062	","$1,395,000 ","$1,150,000 ", 05/09/05,4440,15000,4,4,NA," Ceiling Fan(s), Insulation UnknownFireplace	Yes		Floor Covering(s)	Linoleum/Vinyl, Slate, Wall to Wall CarpetFoundation	Pillars/Posts/Piers		Fireplace Desc	Family Room, Master Suite, Wood BurningGarage/Parking	Detached		Heating	Central, Gas, SolarKitchen Appl Incl	Dishwasher(s), Oven Range Built-In, Refrigerator(s)		Laundry/Appliances	In Laundry RoomLot Size	15000.00		Features Misc	Deck(s), Patio(s)/Balcony(s), Spa/Hot TubMain Level	2 Master Suites		Master Bath	TubPool	Yes		Pool Type	Black Bottom, Built-In/Below Grnd, Indoors, Water Solar HeatedRoom Description	Master Bedrooms 2+, Separate Family Room, Storage		Roof Description	Comp Shingle, Tar & GravelDisclosures/Reports	"," Reduced $100K!Secluded Retreat in Emerald Hills! Serene Living,Yet Not Too Far -Black Bttm Indoor Pool w/Retractable Roof/Skylight-Huge Windows-Flagstone! Beam Ceilings-Huge MBR suite-Xlnt Neighborhood-Xlnt Schools-Bring Best Offer", Solar Heating ,1,0,0,0
1980 SALINAS RD San Juan Bautista," 95045	","$1,495,000 ","$1,225,000 ", 01/25/10,3657,19466,4,4,1980," Ceiling Fan(s), Insulation Unknown, Window(s) Dual Pane"," Truly a one of a kind of estate and horse property. Spanish style home with hand crafted Saltio tile floors throughout. Vaulted wood beam ceilings in living room and dining room. Remodeled gourmet kitchen w/granite counter tops, Saltio tile floors, European range/oven w/rotisserie. Lots of privacy on 44.69 acres with valley views. Covered arena and 8 stall barn. A very special property!!", Solar Heating ,1,0,0,0
1530 HAYNE RD Hillsborough," 94010	","$1,799,000 ","$1,750,000 ", 04/14/06,2360,24624,3,2,NA," Ceiling Fan(s), Insulation Unknown, Skylight(s), Window(s) Dual Pane"," O/H Jan 8th 1-4pm. Frml LR/DR w/ plant.shutters. FR w/ wet bar & frpl insert. French doors in FR & MB. Updt pool w/ new tiles, ladder, gas heater, & pump. New garage door, range/oven, water heater. Walk to school. Nearby Hwy 280", Solar Heating ,1,0,0,0
