id,description
746," 1st time on the market! This one level Dominican Heights home was custom built & designed to accentuate its Mt. Tam views. The LR enjoys a picture window to the mountain while opening to a private, level yard & garden. The 3Bd/2Ba floor plan also includes a large, separate office, open kitchen, breakfast bar & dining room. 2 car garage has storage & a workshop. Excellent value for comfortable living in a sought after location"
747," This is a model home that location is key and the solar feature just makes it perfection. 4 bdrms plus tech loft. Adjacent to Hawkins Park with tennis, running trails etc. Home sits on private park with huge mature trees. quick move in"
748," Great, large family home with 4 bedrooms, 2 bathrooms, hardwood floors- upgraded kitchen- newer roof- solar panels. Must sell"
749, Single family or 2 units with room to expand. Property includes solar panels for practically non-existant electric bills. Architect plans for property expansion. Large back yard with trees
750," Cobb MT Spacious 2000+ sf, half acre, mountain views. 4br/3ba home on half an acre with mountain views. Includes self-contained apartment for extra income or to house a relative. Very good condition in a great neighborhood. Terraced gardens. Good privacy. At this price will not last"
751," Vacation in your own back yard! Beautiful 4bd 2 1/2bth home. Spacious open floor plan. Lots of gorgeous natural light. Large windows & doors open to a stunning level back yard complete with pool & sauna. Lovely kitchen, stainless Thermador appliances, granite counter tops and a charming butcher block island. High open ceilings and a beautiful fireplace will greet you in the main livingrm. Desireable Loch Lomond and Glenwood school. A rare find"
752," Desirable Madera Gardens! Rare 4bd/3ba with Separate out Building. Wonderful Master Suite w/ Vaulted Ceilings, oversized bath, Skylight & Mt. Tam View! Living Room/Dining Room w/ Refinished Hardwood Floors & Brick Fireplace. Extended Eat-In Kitchen with Gas Range,Island & Double Ovens. Pella Windows, Newer WaterHeater, Heating & AC, Freshly Painted Exterior. 2 Car Garage w/ Plenty of Storage. Close to Award-Winning Schools, Parks & Town Ctr"
753," COMPLETELY RENOVATED IN 1999 WITH 2ND STORY ADD ON* 7 BEDROOMS, 4.5 BATHS GOURMET KITCHEN W/MAPLE CABINETS, GRANITE COUNTER TOPS, NEW GAS STOVE HARDWOOD FLOORS IN UPSTAIRS* MARBLE BATH & FLOOR IN MASTER BATH*NEW H2O HEATE"
754," Fabulous partially updated farmhouse, one of original in area, on spectacular lot. Hi ceil., period details. Loads of charm. Sunny exposure. Upper floor was in-law for mom. Entrances on both levels. Mom's kitchen suitable for many uses. Super-flex floor plan. Water/bridge views from yard- hill/garden views inside. Room behind garage used for wine-making"
755," Featured as the eco-friendly Greenhouse in Home & Remodeling Magazines & chosen as the showcase hm for the Pacific Coast Builders Conference, this state-of-the-art & newly created masterpiece is truly magnificent! Offering the newest in design, technology, bldg materials, mechanical sys, extraordinary architectural detail & craftsmnship. Approx 5,000 sq ft. On a lrg lot & connected to the outdoors on each flr with walk-out south garden & lushly landscaped dks. Elevator, 5-car garage. Xquisite"
756," Wonderful 1908 cottage in desireable Glen Park with 2 bedrooms, 1 bath, office/alcove, basement storage and workspace. Well maintained with many original details. Upgrades include complete solar system suppling all electricity, landscaped garden with spa! Convienent to Glen Park Village, shopping, Bart and freeways. Across from Glen Park School. Expansion Potential"
757," Architecture fans, take note: This is an exceptional, eco-friendly renovation of a mid-century home located on one of San Francisco's premiere view hills, private, yet close to all amenities. From the moment you walk into the door of 1901 Diamond, you are struck by the dramatic views. The builder has spared no expense in creating a tranquil home with dramatic entertaining spaces. It features four bedrooms, 3.5 spa-like baths and solar panels. Corner location = great light!Open Sat & Sun 1 - 4"
758," The stunning foyer precedes the quiet elegance of the immense living room, warmly lit by French doors. The massive black marble fireplace, high ceilings,pillars, molding, built-in bank of bookshelves & hardwood floors add to the gracious rm.The formal dining rm windows frame Mt.Tam. Downstairs is a large fam rm--fireplace w/copper hood, cozy nooks, eating area.Office overlooks pool- second kitchen. Substantial additional storage-huge attic space"
759," This is a great buy, spaciuos 4 bed/2bath home, what a great deal!! For this price nicely painted inside ready for a family to move in"
760," Imagine if you dare! Off power grid living on 11 acres, the natural way of life, back to basics, originality, natural clean, feel the earth: Buyer to verify property"
761," Gorgeous open floorplan with sweeping canyon views. Lovingly maintained, original owner. Miele appliances, huge master suite. SAMCAR best of Tour 1/10!! mynatescrow password:1168210"
762," Spectacular sweeping views of Sonoma and Napa Counties from this private, solar,1000 sq. ft. home on 40 acres.Wild flower meadows,forest of Redwoods,Oaks and Madrones.Hexagon shaped house has open floor plan,large skylights,loft and basement.3 sides are glass with expansive views.Small rustic cabin,meditation platform, deer fencing,orchard,lots of garden space,outbuilding,and meadows. Spring fed water system.This one of a kind home is a must see"
763," ACTUAL ADDRESS IS 2527 1/2 GRACELAND AVE. 3 spacious bedrooms plus downstairs office. Huge family room with fireplace and wet bar, living room with fireplace, formal dining room. Large Eat-in kitchen with breakfast bar and huge pantry. Large lot with pool. Attached 3 car garage. Huge workshop area in full basement"
764," Spectacular contemporary located in the flats on prestigious Laurel Grove. Set off the street on a private driveway, distinctive design with grand dimension describe the interior. Soaring ceilings, light filled spaces & privacy with an excellent formal floor plan, all one story. Chef's kitchen w/ 6 burner Viking range/great room combination open to the sparkling pool. Separate,huge, park-like lawn. Meticulous craftsmanship, move-in condition"
765," To be sold via Auction in mid January 2008.Bidders must register at least 1 hour prior to auction.Elegant Maybeck Crafstman home built in 2004. Features 5Br 4 Ba 3 car garage,2 fireplace and too many other features to list. The largest model in this development many upgrades including Brazilian Cherry Hardwood Floors,Cherry Cabinets,Slate Tile,Flooring,Granite Counters,Gourmet Kitchen& 2 master b"
766," 287 28th Avenue is a completely remodeled Sea Cliff home with an inviting open floor plan and attractive clean lines. This to-the-studs renovation incorporates thoughtful design and showcases innovative thinking, creating a stylish urban oasis. Some highlights of improvements include: remodeled kitchen, new master bath, recessed lighting, wired sound, solar panels on roof, new systems and new rear walk-out patio. The result is a wonderful blend of function and style"
767," Newly constructed, single-level Craftsman-style home with lots of architectural detail. One of nine homes in brand new Olive Court development. Light-filled living room w/ 19-foot ceilings, gourmet kitchen with slab granite, stainless appliances and wide plank wood floors. Family room and dining area with coffered ceilings and crown moulding. Spacious master suite has walk-in closet, backyard access and upgraded bathroom finishes"
768," Circa 1892, 3 story ranch home on 160 +/- acres has 7bd,7.5 bath with formal dining & living room,open kitchen,family room w/ brick fireplace. Old historic winery with bar room from 1920's. 8+/- acres of old stock Zinfandel vineyards in the coveted Mendocino Ridge Appellation. Grapes sold to Handley Cellars. Barn, shop, gardens, orchard, chestnut trees plus fir, pine and redwood forest. Well-suited for weddings,B&B,or family/corporate retreat"
769," SF/PRUDENTIAL CA/311437* 7ROOMS (3BEDROOMS) 2BATHROOMS, 2CAR. INDOOR PARKING (+2 OUTSIDE) 4 LEVEL OUTDOOR AREA. POOL & JACUZZI- HUGE PATIO & REDWOOD DECK. LUSH GREENS/PLANTS EVERYWHERE. JUST MINUTES FROM SHOPPING, DINING, BART, HWYS"
770," Rising high in the Burlingame Hills just off Skyline Blvd, this oasis and tranquil retreat is yours when you enter the perfect home for the busy professionals with or without a family. The property playfully blends the perfect layout for living and enjoying a lazy afternoon poolside and entertaining with a multi-level patio enjoying a view of the early morning sunrise with a Jacuzzi(separated from the pool)all surrounded by lush greens, flowers, trees, a gazebo and more"
771, Beautiful views of the mountains and the Eel River from this 1+/- acre riverfront parcel. There is a well-kept older mobile home with 2 bedrooms and 1 bathroom. There are built-in drawers in both bedrooms. The property comes with a Honda generator and solar power. This property can also be sold with an adjoining 1+/- acre parcel MLS #20735295
